id,sku,field,existing_value,archive_value,final_value,reason
product-nwl9080,NWL9080,period,,,,both-empty
product-nwl9080,NWL9080,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl9078,NWL9078,title,Contemporary Marble-Top Cafe Table,Contemporary Marble-Top Cafe Table,Contemporary Marble-Top Cafe Table,unchanged-same
product-nwl9078,NWL9078,description,Contemporary marble top bistro table with white top and black iron French-style base.,Contemporary marble top bistro table with white top and black iron French-style base.,Contemporary marble top bistro table with white top and black iron French-style base.,unchanged-same
product-nwl9078,NWL9078,dimensions,,,,both-empty
product-nwl9078,NWL9078,price,$500,$500,$500,unchanged-same
product-nwl9078,NWL9078,material,,Marble,Marble,filled-from-archive
product-nwl9078,NWL9078,style,Art Nouveau,Art Nouveau,Art Nouveau,unchanged-same
product-nwl9078,NWL9078,period,,,,both-empty
product-nwl9078,NWL9078,availability,,,,both-empty
product-nwl8841,NWL8841,title,Mark Strukenboom Dutch Contemporary Once Upon a Time Hypnos Wall Mirror,Mark Strukenboom Dutch Contemporary Once Upon a Time Hypnos Wall Mirror,Mark Strukenboom Dutch Contemporary Once Upon a Time Hypnos Wall Mirror,unchanged-same
product-nwl8841,NWL8841,description,"Contemporary wall mirror featuring polygonal edges ornamented with purple crystals (MARK STRUKENBOOM)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..","Contemporary wall mirror featuring polygonal edges ornamented with purple crystals (MARK STRUKENBOOM)

This piece is represented by PHILIA and offered in partnership with NEWEL..","Contemporary wall mirror featuring polygonal edges ornamented with purple crystals (MARK STRUKENBOOM)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..",kept-existing
product-nwl8841,NWL8841,dimensions,,,,both-empty
product-nwl8841,NWL8841,price,"$23,500","$23,500","$23,500",unchanged-same
product-nwl8841,NWL8841,material,,,,both-empty
product-nwl8841,NWL8841,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8841,NWL8841,period,,,,both-empty
product-nwl8841,NWL8841,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8770,NWL8770,title,"Kar Studio Contemporary ""White Curl Up Lounge"" Chair","Kar Studio Contemporary ""White Curl Up Lounge"" Chair","Kar Studio Contemporary ""White Curl Up Lounge"" Chair",unchanged-same
product-nwl8770,NWL8770,description,"Contemporary lounge chair with organically squiggly fiberglass body with an arched seating resembling a curled up body (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..","Contemporary lounge chair with organically squiggly fiberglass body with an arched seating resembling a curled up body (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with NEWEL..","Contemporary lounge chair with organically squiggly fiberglass body with an arched seating resembling a curled up body (KAR STUDIO)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..",kept-existing
product-nwl8770,NWL8770,dimensions,,,,both-empty
product-nwl8770,NWL8770,price,"$4,400","$4,400","$4,400",unchanged-same
product-nwl8770,NWL8770,material,,Fiberglass,Fiberglass,filled-from-archive
product-nwl8770,NWL8770,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8770,NWL8770,period,,,,both-empty
product-nwl8770,NWL8770,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-042326,042326,title,Country Style Wooden Girl Figure,Country Style Wooden Girl Figure,Country Style Wooden Girl Figure,unchanged-same
product-042326,042326,description,American Country style life size wood figure of young girl with light blue and floral decorated dress. (19th Cent.).,American Country style life size wood figure of young girl with light blue and floral decorated dress. (19th Cent.).,American Country style life size wood figure of young girl with light blue and floral decorated dress. (19th Cent.).,unchanged-same
product-042326,042326,dimensions,,,,both-empty
product-042326,042326,price,"$32,500","$32,500","$32,500",unchanged-same
product-042326,042326,material,,Wood,Wood,filled-from-archive
product-042326,042326,style,American,American,American,unchanged-same
product-042326,042326,period,,,,both-empty
product-042326,042326,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-men017,MEN017,title,Pair of E. Guillemin Bronze Gladiator Figures,Pair of E. Guillemin Bronze Gladiator Figures,Pair of E. Guillemin Bronze Gladiator Figures,unchanged-same
product-men017,MEN017,description,PAIR of French Victorian bronze brown patina standing gladiator figures (Retiarius and Myrmillo) (signed: E. GUILLEMIN).,PAIR of French Victorian bronze brown patina standing gladiator figures (Retiarius and Myrmillo) (signed: E. GUILLEMIN).,PAIR of French Victorian bronze brown patina standing gladiator figures (Retiarius and Myrmillo) (signed: E. GUILLEMIN).,unchanged-same
product-men017,MEN017,dimensions,,,,both-empty
product-men017,MEN017,price,"$27,500","$27,500","$27,500",unchanged-same
product-men017,MEN017,material,,Bronze,Bronze,filled-from-archive
product-men017,MEN017,style,French,French,French,unchanged-same
product-men017,MEN017,period,,,,both-empty
product-men017,MEN017,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-028213,028213,title,English Art Nouveau mahogany and gilt metal trim wall mirror with shelves,English Art Nouveau mahogany and gilt metal trim wall mirror with shelves,English Art Nouveau mahogany and gilt metal trim wall mirror with shelves,unchanged-same
product-028213,028213,description,English Art Nouveau mahogany wall shelf with a centered beveled rectantular mirror over a 3-section front shelf with gilt metal whiplash design trim and shaped pediment top.,English Art Nouveau mahogany wall shelf with a centered beveled rectantular mirror over a 3-section front shelf with gilt metal whiplash design trim and shaped pediment top.,English Art Nouveau mahogany wall shelf with a centered beveled rectantular mirror over a 3-section front shelf with gilt metal whiplash design trim and shaped pediment top.,unchanged-same
product-028213,028213,dimensions,,,,both-empty
product-028213,028213,price,"$1,850","$1,850","$1,850",unchanged-same
product-028213,028213,material,,,,both-empty
product-028213,028213,style,Art Nouveau,Art Nouveau,Art Nouveau,unchanged-same
product-028213,028213,period,,,,both-empty
product-028213,028213,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-053838,053838,title,English Country Pine Rooster Figure,English Country Pine Rooster Figure,English Country Pine Rooster Figure,unchanged-same
product-053838,053838,description,English Country style carved stripped pine large rooster figure with saddle on rectangular base. (20th Cent).,English Country style carved stripped pine large rooster figure with saddle on rectangular base. (20th Cent).,English Country style carved stripped pine large rooster figure with saddle on rectangular base. (20th Cent).,unchanged-same
product-053838,053838,dimensions,,,,both-empty
product-053838,053838,price,"$4,250","$4,250","$4,250",unchanged-same
product-053838,053838,material,,"Pine, stripped, carved","Pine, stripped, carved",filled-from-archive
product-053838,053838,style,English,English,English,unchanged-same
product-053838,053838,period,,,,both-empty
product-053838,053838,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-063930,063930,title,English George I Carved Giltwood Framed Pier Mirror,English George I Carved Giltwood Framed Pier Mirror,English George I Carved Giltwood Framed Pier Mirror,unchanged-same
product-063930,063930,description,English Georgian (18th Century) pier wall mirror with pediment having a carved wild boar over acanthus leaves encased by a shaped scroll & foliate gilt frame surrounding a mirror (NOTE: replaced new mirror).,English Georgian (18th Century) pier wall mirror with pediment having a carved wild boar over acanthus leaves encased by a shaped scroll & foliate gilt frame surrounding a mirror (NOTE: replaced new mirror).,English Georgian (18th Century) pier wall mirror with pediment having a carved wild boar over acanthus leaves encased by a shaped scroll & foliate gilt frame surrounding a mirror (NOTE: replaced new mirror).,unchanged-same
product-063930,063930,dimensions,,,,both-empty
product-063930,063930,price,"$21,000","$21,000","$21,000",unchanged-same
product-063930,063930,material,,"Carved, giltwood, mirror, wood","Carved, giltwood, mirror, wood",filled-from-archive
product-063930,063930,style,English,English,English,unchanged-same
product-063930,063930,period,,,,both-empty
product-063930,063930,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8880,NWL8880,title,English Queen Anne Style Chinoiserie Red Wall Mirror,English Queen Anne Style Chinoiserie Red Wall Mirror,English Queen Anne Style Chinoiserie Red Wall Mirror,unchanged-same
product-nwl8880,NWL8880,description,"English Queen Anne style chinoiserie red wall mirror decorated with hand-painted gilt details, including figures and foliate scrollwork.","English Queen Anne style chinoiserie red wall mirror decorated with hand-painted gilt details, including figures and foliate scrollwork.","English Queen Anne style chinoiserie red wall mirror decorated with hand-painted gilt details, including figures and foliate scrollwork.",unchanged-same
product-nwl8880,NWL8880,dimensions,,,,both-empty
product-nwl8880,NWL8880,price,"$6,500","$6,500","$6,500",unchanged-same
product-nwl8880,NWL8880,material,,"Mirror, wood","Mirror, wood",filled-from-archive
product-nwl8880,NWL8880,style,English,English,English,unchanged-same
product-nwl8880,NWL8880,period,,,,both-empty
product-nwl8880,NWL8880,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8651,NWL8651,title,English (18th/19th Cent) Walnut Burl Secretary Desk,English (18th/19th Cent) Walnut Burl Secretary Desk,English (18th/19th Cent) Walnut Burl Secretary Desk,unchanged-same
product-nwl8651,NWL8651,description,"English Queen Anne style (18/19th Century) burl walnut bureau / secretary having 2 lower drawers under a slant top interior desk section containing fitted drawers and compartments with an upper section having a 2-section mirrored door with column sides, all resting on cabriole ball and claw legs.","English Queen Anne style (18/19th Century) burl walnut bureau / secretary having 2 lower drawers under a slant top interior desk section containing fitted drawers and compartments with an upper section having a 2-section mirrored door with column sides, all resting on cabriole ball and claw legs.","English Queen Anne style (18/19th Century) burl walnut bureau / secretary having 2 lower drawers under a slant top interior desk section containing fitted drawers and compartments with an upper section having a 2-section mirrored door with column sides, all resting on cabriole ball and claw legs.",unchanged-same
product-nwl8651,NWL8651,dimensions,,,,both-empty
product-nwl8651,NWL8651,price,"$21,500","$21,500","$21,500",unchanged-same
product-nwl8651,NWL8651,material,,"Burl, walnut","Burl, walnut",filled-from-archive
product-nwl8651,NWL8651,style,English,English,English,unchanged-same
product-nwl8651,NWL8651,period,,,,both-empty
product-nwl8651,NWL8651,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg5527,REG5527,title,French Art Deco Floral and Scroll Design Skirted Wrought Iron Wall Mirror,French Art Deco Floral and Scroll Design Skirted Wrought Iron Wall Mirror,French Art Deco Floral and Scroll Design Skirted Wrought Iron Wall Mirror,unchanged-same
product-reg5527,REG5527,description,2 French Art Deco floral and scroll design skirted wrought iron wall mirror in an octagonal horizontal form with bevelled edges (attributed to PAUL KISS) (PRICED EACH) NOTE: 1 frame lacking mirror.,2 French Art Deco floral and scroll design skirted wrought iron wall mirror in an octagonal horizontal form with bevelled edges (attributed to PAUL KISS) (PRICED EACH) NOTE: 1 frame lacking mirror.,2 French Art Deco floral and scroll design skirted wrought iron wall mirror in an octagonal horizontal form with bevelled edges (attributed to PAUL KISS) (PRICED EACH) NOTE: 1 frame lacking mirror.,unchanged-same
product-reg5527,REG5527,dimensions,,,,both-empty
product-reg5527,REG5527,price,"$7,500","$7,500","$7,500",unchanged-same
product-reg5527,REG5527,material,,Iron,Iron,filled-from-archive
product-reg5527,REG5527,style,Art Deco,Art Deco,Art Deco,unchanged-same
product-reg5527,REG5527,period,,,,both-empty
product-reg5527,REG5527,availability,Available Qty: 2,Available Qty: 2,Available Qty: 2,unchanged-same
product-nwl8845,NWL8845,title,Eric Gizard French Contemporary Brown and Beige Upholstered Pierre Sofa,Eric Gizard French Contemporary Brown and Beige Upholstered Pierre Sofa,Eric Gizard French Contemporary Brown and Beige Upholstered Pierre Sofa,unchanged-same
product-nwl8845,NWL8845,description,"French Contemporary \\&#039;Pierre\\&#039; daybed / sofa in a brown and beige Holland & Sherry fabric featuring an organic pebble-like form (ERIC GIZARD)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..","French Contemporary \\&#039;Pierre\\&#039; daybed / sofa in a brown and beige Holland & Sherry fabric featuring an organic pebble-like form (ERIC GIZARD)

This piece is represented by PHILIA and offered in partnership with NEWEL..","French Contemporary \\&#039;Pierre\\&#039; daybed / sofa in a brown and beige Holland & Sherry fabric featuring an organic pebble-like form (ERIC GIZARD)

This piece is represented by PHILIA and offered in partnership with Reynolds Antique House..",kept-existing
product-nwl8845,NWL8845,dimensions,,,,both-empty
product-nwl8845,NWL8845,price,"$7,800","$7,800","$7,800",unchanged-same
product-nwl8845,NWL8845,material,,Upholstered,Upholstered,filled-from-archive
product-nwl8845,NWL8845,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl8845,NWL8845,period,,,,both-empty
product-nwl8845,NWL8845,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl7837,NWL7837,title,SET of 10 Henryot & Cie French Contemporary Custom Upholstered and Molded Plastic Frame Modular Chairs,SET of 10 Henryot & Cie French Contemporary Custom Upholstered and Molded Plastic Frame Modular Chairs,SET of 10 Henryot & Cie French Contemporary Custom Upholstered and Molded Plastic Frame Modular Chairs,unchanged-same
product-nwl7837,NWL7837,description,"SET of 10 French Contemporary (21st Century) custom design modular slipper / side chairs having a textured beige weave upholstered seat and back, connected by a grey molded freeform structure resting on a ""V"" shaped base. (PRICED AS SET / AVAILABLE INDIVIDUALLY) (stamped: HENRYOT & CIE 1867).","SET of 10 French Contemporary (21st Century) custom design modular slipper / side chairs having a textured beige weave upholstered seat and back, connected by a grey molded freeform structure resting on a ""V"" shaped base. (PRICED AS SET / AVAILABLE INDIVIDUALLY) (stamped: HENRYOT & CIE 1867).","SET of 10 French Contemporary (21st Century) custom design modular slipper / side chairs having a textured beige weave upholstered seat and back, connected by a grey molded freeform structure resting on a ""V"" shaped base. (PRICED AS SET / AVAILABLE INDIVIDUALLY) (stamped: HENRYOT & CIE 1867).",unchanged-same
product-nwl7837,NWL7837,dimensions,,,,both-empty
product-nwl7837,NWL7837,price,"$32,500","$32,500","$32,500",unchanged-same
product-nwl7837,NWL7837,material,,Upholstered,Upholstered,filled-from-archive
product-nwl7837,NWL7837,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl7837,NWL7837,period,,,,both-empty
product-nwl7837,NWL7837,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl9030,NWL9030,title,Gregory Beson Contemporary Walnut and Boucle Daybed,Gregory Beson Contemporary Walnut and Boucle Daybed,Gregory Beson Contemporary Walnut and Boucle Daybed,unchanged-same
product-nwl9030,NWL9030,description,GB201 Daybed is a minimal daybed created by New York-based designer with a polyurethane seat cushion upholstered in Kvadrat boucle fabric (GREGORY BESON).,GB201 Daybed is a minimal daybed created by New York-based designer with a polyurethane seat cushion upholstered in Kvadrat boucle fabric (GREGORY BESON).,GB201 Daybed is a minimal daybed created by New York-based designer with a polyurethane seat cushion upholstered in Kvadrat boucle fabric (GREGORY BESON).,unchanged-same
product-nwl9030,NWL9030,dimensions,,,,both-empty
product-nwl9030,NWL9030,price,"$15,400","$15,400","$15,400",unchanged-same
product-nwl9030,NWL9030,material,,"Upholstered, walnut","Upholstered, walnut",filled-from-archive
product-nwl9030,NWL9030,style,Contemporary/Post-War Design,Contemporary/Post-War Design,Contemporary/Post-War Design,unchanged-same
product-nwl9030,NWL9030,period,,,,both-empty
product-nwl9030,NWL9030,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8613,NWL8613,title,English Victorian Style Contemporary Armchair,English Victorian Style Contemporary Armchair,English Victorian Style Contemporary Armchair,unchanged-same
product-nwl8613,NWL8613,description,"English Victorian style contemporary armchair in dark mahogany stained carved wood with button tufted brown wool upholstery, with scrolling arms ending in turned legs.","English Victorian style contemporary armchair in dark mahogany stained carved wood with button tufted brown wool upholstery, with scrolling arms ending in turned legs.","English Victorian style contemporary armchair in dark mahogany stained carved wood with button tufted brown wool upholstery, with scrolling arms ending in turned legs.",unchanged-same
product-nwl8613,NWL8613,dimensions,,,,both-empty
product-nwl8613,NWL8613,price,"$2,000","$2,000","$2,000",unchanged-same
product-nwl8613,NWL8613,material,,"Upholstered, wood, wool","Upholstered, wood, wool",filled-from-archive
product-nwl8613,NWL8613,style,"English, Mid-Century, Contemporary/Post-War Design","English, Mid-Century, Contemporary/Post-War Design","English, Mid-Century, Contemporary/Post-War Design",unchanged-same
product-nwl8613,NWL8613,period,,,,both-empty
product-nwl8613,NWL8613,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-grs231,GRS231,title,French Folk Oak Eagle Figure,French Folk Oak Eagle Figure,French Folk Oak Eagle Figure,unchanged-same
product-grs231,GRS231,description,French (19th Cent Napoleonic Era) folk art carved oak life size figure of an eagle with out stretched wings perched on a round globe with a marble base..,French (19th Cent Napoleonic Era) folk art carved oak life size figure of an eagle with out stretched wings perched on a round globe with a marble base..,French (19th Cent Napoleonic Era) folk art carved oak life size figure of an eagle with out stretched wings perched on a round globe with a marble base..,unchanged-same
product-grs231,GRS231,dimensions,,,,both-empty
product-grs231,GRS231,price,"$12,500","$12,500","$12,500",unchanged-same
product-grs231,GRS231,material,,"Marble, oak, carved, etched","Marble, oak, carved, etched",filled-from-archive
product-grs231,GRS231,style,French,French,French,unchanged-same
product-grs231,GRS231,period,,,,both-empty
product-grs231,GRS231,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nac5186,NAC5186,title,19 Century French Gustavian Style armchair,19 Century French Gustavian Style armchair,19 Century French Gustavian Style armchair,unchanged-same
product-nac5186,NAC5186,description,"19th c., France, carved wood frame painted in white-grey having a curved back transitioning into the armrests ending in carved lion heads, rails with laurel leaf design, upholstered in a pink gingham fabric, resting on two round fluted front legs and two back saber legs, 31""h x 24""w x 20""d, 18.5""h (to seat).","19th c., France, carved wood frame painted in white-grey having a curved back transitioning into the armrests ending in carved lion heads, rails with laurel leaf design, upholstered in a pink gingham fabric, resting on two round fluted front legs and two back saber legs, 31""h x 24""w x 20""d, 18.5""h (to seat).","19th c., France, carved wood frame painted in white-grey having a curved back transitioning into the armrests ending in carved lion heads, rails with laurel leaf design, upholstered in a pink gingham fabric, resting on two round fluted front legs and two back saber legs, 31""h x 24""w x 20""d, 18.5""h (to seat).",unchanged-same
product-nac5186,NAC5186,dimensions,,,,both-empty
product-nac5186,NAC5186,price,"$8,200","$8,200","$8,200",unchanged-same
product-nac5186,NAC5186,material,,,,both-empty
product-nac5186,NAC5186,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-nac5186,NAC5186,period,,,,both-empty
product-nac5186,NAC5186,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-017291a,017291A,title,French Louis XV Cupid Figure,French Louis XV Cupid Figure,French Louis XV Cupid Figure,unchanged-same
product-017291a,017291A,description,French Louis XV style (19th Cent) painted and gold trimmed figure of cupid with hammer and chisel.,French Louis XV style (19th Cent) painted and gold trimmed figure of cupid with hammer and chisel.,French Louis XV style (19th Cent) painted and gold trimmed figure of cupid with hammer and chisel.,unchanged-same
product-017291a,017291A,dimensions,,,,both-empty
product-017291a,017291A,price,"$12,250","$12,250","$12,250",unchanged-same
product-017291a,017291A,material,,"Gold, painted","Gold, painted",filled-from-archive
product-017291a,017291A,style,French,French,French,unchanged-same
product-017291a,017291A,period,,,,both-empty
product-017291a,017291A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064028,064028,title,Pair of Safavieh Couture French Louis XV Style Porter&#039;s Chairs,Pair of Safavieh Couture French Louis XV Style Porter&#039;s Chairs,Pair of Safavieh Couture French Louis XV Style Porter&#039;s Chairs,unchanged-same
product-064028,064028,description,PAIR of French Louis XV style light oak frame hooded porter style arm chairs with beige linen upholstery (SAFAVIEH COUTURE) (PRICED AS PAIR).,PAIR of French Louis XV style light oak frame hooded porter style arm chairs with beige linen upholstery (SAFAVIEH COUTURE) (PRICED AS PAIR).,PAIR of French Louis XV style light oak frame hooded porter style arm chairs with beige linen upholstery (SAFAVIEH COUTURE) (PRICED AS PAIR).,unchanged-same
product-064028,064028,dimensions,,,,both-empty
product-064028,064028,price,"$4,500","$4,500","$4,500",unchanged-same
product-064028,064028,material,,"Linen, upholstered","Linen, upholstered",filled-from-archive
product-064028,064028,style,"French, Art Deco, Art Nouveau","French, Art Deco, Art Nouveau","French, Art Deco, Art Nouveau",unchanged-same
product-064028,064028,period,,,,both-empty
product-064028,064028,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-064281,064281,title,Pair of French Louis XVI style Red Velvet Upholstered High Back Armchairs,Pair of French Louis XVI style Red Velvet Upholstered High Back Armchairs,Pair of French Louis XVI style Red Velvet Upholstered High Back Armchairs,unchanged-same
product-064281,064281,description,"PAIR of French Mid Century Louis XVI style red velvet upholstered high back armchairs with streamlined carved details on arms and backrests, carved top rails with floral details ending on fluted legs. (PRICED AS PAIR).","PAIR of French Mid Century Louis XVI style red velvet upholstered high back armchairs with streamlined carved details on arms and backrests, carved top rails with floral details ending on fluted legs. (PRICED AS PAIR).","PAIR of French Mid Century Louis XVI style red velvet upholstered high back armchairs with streamlined carved details on arms and backrests, carved top rails with floral details ending on fluted legs. (PRICED AS PAIR).",unchanged-same
product-064281,064281,dimensions,,,,both-empty
product-064281,064281,price,"$1,200","$1,200","$1,200",unchanged-same
product-064281,064281,material,,"Velvet, wood","Velvet, wood",filled-from-archive
product-064281,064281,style,"French, Mid-Century","French, Mid-Century","French, Mid-Century",unchanged-same
product-064281,064281,period,,,,both-empty
product-064281,064281,availability,,,,both-empty
product-057935a,057935A,title,French Mid-Century Rectangular Gilt Metal and Mirrored End Table,French Mid-Century Rectangular Gilt Metal and Mirrored End Table,French Mid-Century Rectangular Gilt Metal and Mirrored End Table,unchanged-same
product-057935a,057935A,description,French Mid-Century (1940s) rectangular mirrored end table with an eglomise decorated drawer having gilt metal scroll legs and stretcher.(Attributed to RENE DROUET/mirror decorated by ADRIEN EKMAN) (similar table: 057935).,French Mid-Century (1940s) rectangular mirrored end table with an eglomise decorated drawer having gilt metal scroll legs and stretcher.(Attributed to RENE DROUET/mirror decorated by ADRIEN EKMAN) (similar table: 057935).,French Mid-Century (1940s) rectangular mirrored end table with an eglomise decorated drawer having gilt metal scroll legs and stretcher.(Attributed to RENE DROUET/mirror decorated by ADRIEN EKMAN) (similar table: 057935).,unchanged-same
product-057935a,057935A,dimensions,,,,both-empty
product-057935a,057935A,price,"$9,500","$9,500","$9,500",unchanged-same
product-057935a,057935A,material,,Glass,Glass,filled-from-archive
product-057935a,057935A,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-057935a,057935A,period,,,,both-empty
product-057935a,057935A,availability,,,,both-empty
product-058786,058786,title,Hand Painted Tri-fold Peacock Screen,Hand Painted Tri-fold Peacock Screen,Hand Painted Tri-fold Peacock Screen,unchanged-same
product-058786,058786,description,English Victorian style (19/20th Century) pale green painted low 3 panel (fire) screen with a shaped top and decorated with a centered peacock standing a railing with floral decoration.,English Victorian style (19/20th Century) pale green painted low 3 panel (fire) screen with a shaped top and decorated with a centered peacock standing a railing with floral decoration.,English Victorian style (19/20th Century) pale green painted low 3 panel (fire) screen with a shaped top and decorated with a centered peacock standing a railing with floral decoration.,unchanged-same
product-058786,058786,dimensions,,,,both-empty
product-058786,058786,price,"$3,200","$3,200","$3,200",unchanged-same
product-058786,058786,material,,"Painted, wood","Painted, wood",filled-from-archive
product-058786,058786,style,English,English,English,unchanged-same
product-058786,058786,period,,,,both-empty
product-058786,058786,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-duf0423a,DUF0423A,title,Harvey Probber American Mid-Century Peacock Blue &#039;Gondola&#039; Mahogany Pull Up Side Chair,Harvey Probber American Mid-Century Peacock Blue &#039;Gondola&#039; Mahogany Pull Up Side Chair,Harvey Probber American Mid-Century Peacock Blue &#039;Gondola&#039; Mahogany Pull Up Side Chair,unchanged-same
product-duf0423a,DUF0423A,description,American Mid-Century &#039;Gondola&#039; side chair with a curved mahogany back frame with blue suade upholstered seat back resting on four tapered mahogany tapered turned legs. (HARVEY PROBBER)(Similar pieces: DUF0423-DUF0425).,American Mid-Century &#039;Gondola&#039; side chair with a curved mahogany back frame with blue suade upholstered seat back resting on four tapered mahogany tapered turned legs. (HARVEY PROBBER)(Similar pieces: DUF0423-DUF0425).,American Mid-Century &#039;Gondola&#039; side chair with a curved mahogany back frame with blue suade upholstered seat back resting on four tapered mahogany tapered turned legs. (HARVEY PROBBER)(Similar pieces: DUF0423-DUF0425).,unchanged-same
product-duf0423a,DUF0423A,dimensions,,,,both-empty
product-duf0423a,DUF0423A,price,"$4,500","$4,500","$4,500",unchanged-same
product-duf0423a,DUF0423A,material,,"Fabric, mahogany, upholstered, wood","Fabric, mahogany, upholstered, wood",filled-from-archive
product-duf0423a,DUF0423A,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-duf0423a,DUF0423A,period,,,,both-empty
product-duf0423a,DUF0423A,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-reg9129,REG9129,title,Italian Mid-Century Ornate Floral Mirror,Italian Mid-Century Ornate Floral Mirror,Italian Mid-Century Ornate Floral Mirror,unchanged-same
product-reg9129,REG9129,description,Italian Mid-Century shaped small wall  /  vanity mirror with Venetian Murano clear glass scroll embellished edges bearing floral appliques.,Italian Mid-Century shaped small wall  /  vanity mirror with Venetian Murano clear glass scroll embellished edges bearing floral appliques.,Italian Mid-Century shaped small wall  /  vanity mirror with Venetian Murano clear glass scroll embellished edges bearing floral appliques.,unchanged-same
product-reg9129,REG9129,dimensions,,,,both-empty
product-reg9129,REG9129,price,$475,$475,$475,unchanged-same
product-reg9129,REG9129,material,,"Glass, mirror","Glass, mirror",filled-from-archive
product-reg9129,REG9129,style,Mid-Century,Mid-Century,Mid-Century,unchanged-same
product-reg9129,REG9129,period,,,,both-empty
product-reg9129,REG9129,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-nwl8889,NWL8889,title,Italian Mid-Century Murano Ceiling Mount Light,Italian Mid-Century Murano Ceiling Mount Light,Italian Mid-Century Murano Ceiling Mount Light,unchanged-same
product-nwl8889,NWL8889,description,Mid-Century Modern Murano 5-Light Ceiling Mounted Fixture with White and Clear Glass Floral Pendants.,Mid-Century Modern Murano 5-Light Ceiling Mounted Fixture with White and Clear Glass Floral Pendants.,Mid-Century Modern Murano 5-Light Ceiling Mounted Fixture with White and Clear Glass Floral Pendants.,unchanged-same
product-nwl8889,NWL8889,dimensions,,,,both-empty
product-nwl8889,NWL8889,price,"$5,500","$5,500","$5,500",unchanged-same
product-nwl8889,NWL8889,material,,Glass,Glass,filled-from-archive
product-nwl8889,NWL8889,style,"Mid-Century, English","Mid-Century, English","Mid-Century, English",unchanged-same
product-nwl8889,NWL8889,period,,,,both-empty
product-nwl8889,NWL8889,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
product-020801c,020801C,title,Pair of Italian Renaissance Oak Pedestal Figures,Pair of Italian Renaissance Oak Pedestal Figures,Pair of Italian Renaissance Oak Pedestal Figures,unchanged-same
product-020801c,020801C,description,PAIR of Italian Renaissance style (19th Cent) carved oak life size pilaster form pedestals of Greek man and woman (torso) on square base with floral carving.,PAIR of Italian Renaissance style (19th Cent) carved oak life size pilaster form pedestals of Greek man and woman (torso) on square base with floral carving.,PAIR of Italian Renaissance style (19th Cent) carved oak life size pilaster form pedestals of Greek man and woman (torso) on square base with floral carving.,unchanged-same
product-020801c,020801C,dimensions,,,,both-empty
product-020801c,020801C,price,"$25,500","$25,500","$25,500",unchanged-same
product-020801c,020801C,material,,"Carved, carving, oak","Carved, carving, oak",filled-from-archive
product-020801c,020801C,style,Italian,Italian,Italian,unchanged-same
product-020801c,020801C,period,,,,both-empty
product-020801c,020801C,availability,Available Qty: 1,Available Qty: 1,Available Qty: 1,unchanged-same
